RowNames;Title;URL
565;Campanha de Ciro diz que bolsonarista tentou agredir o candidato em Porto Alegre;https://www1.folha.uol.com.br/poder/2022/09/campanha-de-ciro-diz-que-bolsonarista-tentou-agredir-o-candidato-em-porto-alegre.shtml
566;Datafolha: 48% dizem dar muita importância a religião para definir voto;https://www1.folha.uol.com.br/poder/2022/09/datafolha-48-dizem-dar-muita-importancia-a-religiao-para-definir-voto.shtml
567;Bolsonaro enfatiza pauta de costumes em ato com evangélicos no Rio;https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-enfatiza-pauta-de-costumes-em-ato-com-evangelicos-no-rio.shtml
568;Violência política impede mais negros em disputas eleitorais, aponta estudo;https://www1.folha.uol.com.br/poder/2022/09/violencia-politica-impede-mais-negros-em-disputas-eleitorais-aponta-estudo.shtml
569;Lula atribui morte de petista em MT a Bolsonaro e diz que tentou localizar família da vítima;https://www1.folha.uol.com.br/poder/2022/09/lula-atribui-morte-de-petista-em-mt-a-bolsonaro-e-diz-que-tentou-localizar-familia-da-vitima.shtml
570;"Datafolha: Campanha de Lula aponta resiliência de petista; Planalto vê margem para Bolsonaro crescer";https://www1.folha.uol.com.br/poder/2022/09/datafolha-campanha-de-lula-aponta-resiliencia-de-petista-planalto-ve-margem-para-bolsonaro-crescer.shtml
571;Metade dos governadores pode ser reeleita em 1º turno, mostram pesquisas;https://www1.folha.uol.com.br/poder/2022/09/metade-dos-governadores-pode-ser-reeleita-em-1o-turno-mostram-pesquisas.shtml
572;Moraes deve propor uso da biometria em teste de 1 urna por estado para agradar militares;https://www1.folha.uol.com.br/poder/2022/09/moraes-deve-propor-uso-da-biometria-em-teste-de-1-urna-por-estado-para-agradar-militares.shtml
573;Bolsonaro radicaliza discurso contra PT após novo caso de violência política;https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-radicaliza-discurso-contra-pt-apos-novo-caso-de-violencia-politica.shtml
574;Lula vê intolerância e ódio em assassinato de apoiador por bolsonarista em MT;https://www1.folha.uol.com.br/poder/2022/09/lula-ve-intolerancia-e-odio-em-assassinato-de-apoiador-por-bolsonarista-em-mt.shtml
575;Livro chama 'rachadinha' de 'negócio do Jair' e cita ministro do STF e procuradores;https://www1.folha.uol.com.br/poder/2022/09/livro-chama-rachadinha-de-negocio-do-jair-e-cita-ministro-do-stf-e-procuradores.shtml
576;Ministério Público Militar abre apuração contra Ciro após pedido do governo Bolsonaro;https://www1.folha.uol.com.br/poder/2022/09/ministerio-publico-militar-abre-apuracao-contra-ciro-apos-pedido-do-governo-bolsonaro.shtml
577;Bolsonarista é preso em MT após matar apoiador de Lula em discussão política;https://www1.folha.uol.com.br/poder/2022/09/bolsonarista-e-preso-em-mt-apos-matar-apoiador-de-lula-em-discussao-politica.shtml
578;Ações como a que atingiu Moro já miraram PT e Doria em outras eleições;https://www1.folha.uol.com.br/poder/2022/09/acoes-como-a-que-atingiu-moro-ja-miraram-pt-e-doria-em-outras-eleicoes.shtml
579;TSE tem batalha entre Lula e Bolsonaro em ações sobre fake news e discurso de ódio;https://www1.folha.uol.com.br/poder/2022/09/tse-tem-batalha-entre-lula-e-bolsonaro-em-acoes-sobre-fake-news-e-discurso-de-odio.shtml
580;Ações contra Bolsonaro no TSE sobre 7/9 devem ter efeito limitado na campanha;https://www1.folha.uol.com.br/poder/2022/09/acoes-contra-bolsonaro-no-tse-sobre-7-de-setembro-devem-ter-efeito-limitado-na-campanha.shtml
581;Bolsonaro critica reportagem da Folha e diz que 'imbrochável' é reação a ataques de adversários;https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-critica-reportagem-da-folha-e-diz-que-imbrochavel-e-reacao-a-ataques-de-adversarios.shtml
582;Helder monta maior aliança do país, recebe Lula e Tebet e se equilibra entre 4 presidenciáveis;https://www1.folha.uol.com.br/poder/2022/09/helder-monta-maior-alianca-do-pais-recebe-lula-e-tebet-e-se-equilibra-entre-4-presidenciaveis.shtml
583;Bolsonaro diz que faltou a sessão no Congresso sobre bicentenário porque 'tinha muita gente no cercadinho';https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-diz-que-faltou-a-sessao-no-congresso-sobre-bicentenario-porque-tinha-muita-gente-no-cercadinho.shtml
584;Pacheco afirma que não se pode aproveitar 7 de Setembro para fazer política partidária;https://www1.folha.uol.com.br/poder/2022/09/pacheco-afirma-que-nao-se-pode-aproveitar-7-de-setembro-para-fazer-politica-partidaria.shtml
585;Aras diz que manifestação da PGR sobre possíveis crimes de Bolsonaro no 7/9 ocorrerá nos autos;https://www1.folha.uol.com.br/poder/2022/09/aras-diz-que-manifestacao-da-pgr-sobre-possiveis-crimes-de-bolsonaro-no-79-ocorrera-nos-autos.shtml
586;"Candidatos tentam replicar Tiririca e apelam para o humor; veja vídeo";https://www1.folha.uol.com.br/poder/2022/09/candidatos-tentam-replicar-tiririca-e-apelam-para-o-humor-veja-video.shtml
